"Time","Patch","Age","myID","momID","dadID","Mate"
514,244,31,43987767,42850990,40473020,43140527
514,244,16,45342507,44217996,43953776,45162039
514,289,19,45088224,42596547,41848292,44802750
514,289,12,45733789,43712259,41275332,43247024
514,289,15,45464634,43155923,43156029,45098865
514,289,17,45257482,44328273,42624692,43244630
514,289,18,45189571,42169968,41510992,45189659
514,292,32,43849507,41569056,40026263,43849508
514,292,27,44349879,43249742,43063753,44349870
514,292,17,45275319,44165800,39173541,44804373
514,292,81,39378259,37728466,36909124,37740912
514,292,19,45093376,44343919,42658451,45093330
514,295,10,45887803,44959866,44959966,43714626
514,295,13,45646116,42023566,42023484,43144648
514,295,20,45007494,43038625,43038398,44820952
514,295,30,44071922,41168396,40589308,41538425
514,295,11,45782968,44879222,44878995,45209371
514,298,10,45927719,43986815,43521606,44959364
514,298,12,45745824,44914367,44544080,45276955
514,298,8,46092810,43065125,42867026,45378292
514,301,27,44337711,43036103,42943090,44065581
514,301,18,45168057,43791056,43155140,45168137
514,301,8,46088991,45158839,41300248,46089038
514,301,13,45624751,43288789,42633679,44578954
518,61,39,43572526,41737108,41737184,41068843
518,61,24,44962400,44212127,42824975,44665456
518,64,9,46306217,44281468,44179730,46118947
518,64,22,45111979,43989909,40315490,44925881
518,64,27,44639879,42896970,42556270,43718518
518,64,13,45940173,41128040,39862451,44801686
518,64,18,45506956,44225890,44225995,44397397
518,67,10,46239364,44361814,40639430,45968382
518,67,20,45319736,43344338,42606233,44679407
518,67,10,46217526,45054726,44853160,45169102
518,67,10,46211174,45389424,45202160,44205212
518,70,8,46407479,45586300,44735466,46026131
518,70,11,46124675,44206589,43376950,45869464
518,70,18,45478480,44551299,41529939,44384804
518,70,9,46290553,45390683,39242403,45143540
518,70,13,45933870,45203602,44758541,45933732
518,70,8,46391673,45493843,44642193,46391831
518,73,15,45780159,43204328,42939126,42393778
518,73,9,46322514,45309647,44091447,45324754
518,73,17,45605735,42831517,42734720,44969155
518,118,10,46235444,45134109,45134419,45772715
518,118,12,46053520,45326984,43295811,45072315
518,118,14,45861372,42668707,41648579,44955823
518,118,9,46314058,44276585,44276401,45947454
518,118,12,46027515,42668707,41648579,46027374
518,118,14,45846307,42540020,41068462,45768519
518,118,8,46394329,42434958,39717150,46309245
518,121,10,46244741,44889307,44592793,45186018
518,121,18,45481661,44267342,43714626,45481804
518,121,10,46217230,45409741,43559954,45116254
518,121,9,46319695,45522585,42972496,45239155
518,121,19,45408817,43750150,41404886,45408744
518,124,8,46416035,45214632,44461759,45239155
518,124,45,42991846,41705819,41529277,42826217
518,124,9,46301084,45302543,42435700,43889438
518,124,14,45848016,44936393,44743451,45497062
518,124,11,46112342,45115451,42097406,44384072
518,127,8,46402847,44850152,44384804,45949331
518,127,23,45038318,44008530,42792544,44640912
518,127,23,45048733,44299102,43577508,44562054
518,130,16,45675650,44101122,42793857,44673249
518,130,13,45950689,44205160,44205212,45051166
518,175,56,41989670,40780998,38382658,40669533
518,175,11,46150471,45250304,45157499,45793064
518,175,9,46317973,44357287,44083453,46229476
518,178,10,46229896,44960909,43219290,43461019
518,178,11,46145759,44577010,44027016,45954209
518,178,8,46419517,45233385,44878202,43851264
518,178,30,44427482,42756487,40747994,44427579
518,178,28,44574205,43747773,43472362,44179730
518,181,9,46341128,43286660,42456804,45890376
518,181,14,45880767,43209505,42491094,45407696
518,181,16,45674379,43021596,42064411,45133654
518,184,10,46253165,44195217,43765191,45725670
518,184,43,43181500,41773490,39051759,40406253
518,184,21,45271202,43776009,42959216,44061930
518,184,11,46162922,45360042,44412060,45979845
518,184,10,46236987,44974160,43489748,45509311
518,184,30,44362841,42417719,41500184,44103459
518,184,42,43286660,41217027,40702629,42456804
518,187,62,41489503,40381708,39372273,41030317
518,232,30,44407001,43672428,43219406,43333322
518,232,12,46072201,45346242,45346229,45418470
518,238,12,46062902,44284780,44192063,45972729
518,238,38,43655876,41553780,41553728,40031408
518,241,13,46002990,45173473,42207702,39375968
518,241,22,45173152,43772768,43130388,44891589
518,241,27,44730792,43895401,43139349,42664020
518,241,30,44408901,43303588,41077076,42574481
518,241,11,46127111,44956312,44874061,45846580
518,241,13,45987663,44615225,44338049,45987416
518,241,18,45533652,44249405,43888023,45174442
518,244,15,45797801,44709591,43432706,44485294
518,244,32,44193549,42992462,42254932,42436592
518,244,25,44918082,43519352,43519437,43865437
518,289,8,46457673,43701810,41381416,46011227
518,289,8,46442609,43401922,43314465,46347675
518,289,43,43187054,41979192,41685246,42706154
518,289,29,44513808,43024550,42932336,42696394
518,292,37,43802132,43062670,42969800,42961613
518,292,20,45310577,43636082,41413637,45124730
518,295,13,46007407,43880810,41124697,45543591
518,295,28,44634720,43893100,43056380,43601067
518,295,22,45189902,44442744,44442860,43859894
518,295,8,46448728,45450619,45358859,46448697
518,295,17,45624365,42183956,42183911,45354684
518,295,13,46006267,44806045,43791270,44544080
518,295,19,45461004,43593022,42723850,44321938
518,298,18,45538146,44064840,43319656,44993292
518,301,11,46172592,44890830,41597699,46066389
518,301,14,45924158,44604968,44510538,44727485
518,301,13,46015988,44154197,43879066,44814321
518,301,10,46256367,45179381,44822219,41339860
518,301,54,42147092,40691985,40494554,41420362
518,301,18,45567079,44638059,44637953,45566838
518,301,14,45908835,44213639,44127487,45097252
521,61,12,46285683,45301040,45207770,44110874
521,61,14,46122526,41087052,38086904,46048000
521,64,10,46528805,44225130,44225013,44340990
521,64,13,46203058,44931309,44081986,46118947
521,64,9,46561012,45207046,42973229,45778766
521,67,8,46660766,42974729,42898718,46467450
521,67,8,46655557,42423747,41797635,45332678
521,67,11,46395710,45064584,43096332,46034029
521,70,15,46040980,43023199,42657615,45683022
